Record Date,Statement Fiscal Year,Restatement Flag,Agency Name,Gross Cost (in Billions),Earned Revenue (in Billions),Subtotal (in Billions),Change in Assumptions (in Billions),Net Cost (in Billions),Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2010-09-30,2009,Y,Social Security Administration,736.6,0.4,null,null,736.2,3,2010,4,2010,3,09,30
2010-09-30,2009,Y,Department of the Treasury,254.6,19.4,null,null,235.2,4,2010,4,2010,3,09,30
2010-09-30,2009,Y,Department of Veterans Affairs,-38.8,4.0,null,null,-42.8,5,2010,4,2010,3,09,30
2010-09-30,2009,Y,Interest on Treasury Securities held by the public,189.1,null,null,null,189.1,6,2010,4,2010,3,09,30
2010-09-30,2009,Y,Department of Labor,140.2,null,null,null,140.2,7,2010,4,2010,3,09,30
2010-09-30,2009,Y,Department of Agriculture,132.0,10.5,null,null,121.5,8,2010,4,2010,3,09,30
2010-09-30,2009,Y,Department of Education,44.9,6.5,null,null,38.4,9,2010,4,2010,3,09,30
2010-09-30,2009,Y,Department of Transportation,80.1,0.5,null,null,79.6,10,2010,4,2010,3,09,30
2010-09-30,2009,Y,Department of Homeland Security,62.1,8.4,null,null,53.7,11,2010,4,2010,3,09,30
2010-09-30,2009,Y,U.S. Postal Service,58.2,67.1,null,null,-8.9,12,2010,4,2010,3,09,30
2010-09-30,2009,Y,Department of Housing and Urban Development,62.6,1.0,null,null,61.6,13,2010,4,2010,3,09,30
2010-09-30,2009,Y,Office of Personnel Management,41.2,16.9,null,null,24.3,14,2010,4,2010,3,09,30
2010-09-30,2009,Y,Department of Justice,31.2,1.1,null,null,30.1,15,2010,4,2010,3,09,30
2010-09-30,2009,Y,Department of Energy,46.8,3.9,null,null,42.9,16,2010,4,2010,3,09,30
2010-09-30,2009,Y,Department of State,25.6,2.5,null,null,23.1,17,2010,4,2010,3,09,30
2010-09-30,2009,Y,National Aeronautics and Space Administration,24.2,0.1,null,null,24.1,18,2010,4,2010,3,09,30
2010-09-30,2009,Y,Department of the Interior,20.8,2.2,null,null,18.6,19,2010,4,2010,3,09,30
2010-09-30,2009,Y,Federal Deposit Insurance Corporation,63.4,18.8,null,null,44.6,20,2010,4,2010,3,09,30
2010-09-30,2009,Y,Department of Commerce,13.9,2.1,null,null,11.8,21,2010,4,2010,3,09,30
2010-09-30,2009,Y,Railroad Retirement Board,22.7,11.2,null,null,11.5,22,2010,4,2010,3,09,30
2010-09-30,2009,Y,Environmental Protection Agency,10.1,0.6,null,null,9.5,23,2010,4,2010,3,09,30
2010-09-30,2009,Y,Pension Benefit Guaranty Corporation,22.9,10.5,null,null,12.4,24,2010,4,2010,3,09,30
2010-09-30,2009,Y,Agency for International Development,11.8,0.7,null,null,11.1,25,2010,4,2010,3,09,30
2010-09-30,2009,Y,Tennessee Valley Authority,10.2,11.0,null,null,-0.8,26,2010,4,2010,3,09,30
2010-09-30,2009,Y,Federal Communications Commission,8.8,0.5,null,null,8.3,27,2010,4,2010,3,09,30
2010-09-30,2009,Y,National Science Foundation,6.1,null,null,null,6.1,28,2010,4,2010,3,09,30
2010-09-30,2009,Y,Small Business Administration,6.3,0.4,null,null,5.9,29,2010,4,2010,3,09,30
2010-09-30,2009,Y,National Credit Union Administration,6.1,1.3,null,null,4.8,30,2010,4,2010,3,09,30
2010-09-30,2009,Y,U.S. Nuclear Regulatory Commission,1.3,0.8,null,null,0.5,31,2010,4,2010,3,09,30
2010-09-30,2009,Y,Securities and Exchange Commission,1.1,1.1,null,null,null,32,2010,4,2010,3,09,30
2010-09-30,2009,Y,Smithsonian Institution,0.9,null,null,null,0.9,33,2010,4,2010,3,09,30
2010-09-30,2009,Y,General Services Administration,1.0,0.5,null,null,0.5,34,2010,4,2010,3,09,30
2010-09-30,2009,Y,Export-Import Bank of the United States,1.5,0.8,null,null,0.7,35,2010,4,2010,3,09,30
2010-09-30,2009,Y,Farm Credit System Insurance Corporation,null,0.3,null,null,-0.3,36,2010,4,2010,3,09,30
2010-09-30,2009,Y,All other entities,51.3,0.7,null,null,50.6,37,2010,4,2010,3,09,30
2010-09-30,2009,Y,Subtotal before loss/(gain) from changes in assumptions in 2010,3735.6,300.9,null,null,3434.7,38,2010,4,2010,3,09,30
2010-09-30,2009,Y,Subtotal of loss/(gain) from changes in assumptions,null,null,null,null,null,39,2010,4,2010,3,09,30
2010-09-30,2009,Y,Total,3735.6,300.9,null,null,3434.7,40,2010,4,2010,3,09,30
2009-09-30,2009,N,Department of Health and Human Services,866.4,59.5,null,null,806.9,1,2009,4,2009,3,09,30
2009-09-30,2009,N,Social Security Administration,736.6,0.4,null,null,736.2,2,2009,4,2009,3,09,30
2009-09-30,2009,N,Department of Defense,718.4,35.6,null,null,682.8,3,2009,4,2009,3,09,30
2009-09-30,2009,N,Department of the Treasury,254.6,19.4,null,null,235.2,4,2009,4,2009,3,09,30
2009-09-30,2009,N,Interest on Treasury Securities held by the public,189.1,null,null,null,189.1,5,2009,4,2009,3,09,30
2009-09-30,2009,N,Department of Labor,140.2,null,null,null,140.2,6,2009,4,2009,3,09,30
2009-09-30,2009,N,Department of Agriculture,132.0,10.5,null,null,121.5,7,2009,4,2009,3,09,30
2009-09-30,2009,N,Department of Transportation,80.1,0.5,null,null,79.6,8,2009,4,2009,3,09,30
2009-09-30,2009,N,Department of Housing and Urban Development,62.6,1.0,null,null,61.6,9,2009,4,2009,3,09,30
2009-09-30,2009,N,Department of Homeland Security,62.1,8.4,null,null,53.7,10,2009,4,2009,3,09,30
2009-09-30,2009,N,Federal Deposit Insurance Corporation,63.4,18.8,null,null,44.6,11,2009,4,2009,3,09,30
2009-09-30,2009,N,Department of Energy,46.8,3.9,null,null,42.9,12,2009,4,2009,3,09,30
2009-09-30,2009,N,Department of Education,44.9,6.5,null,null,38.4,13,2009,4,2009,3,09,30
2009-09-30,2009,N,Department of Justice,31.2,1.1,null,null,30.1,14,2009,4,2009,3,09,30
2009-09-30,2009,N,Office of Personnel Management,41.2,16.9,null,null,24.3,15,2009,4,2009,3,09,30
2009-09-30,2009,N,National Aeronautics and Space Administration,24.2,0.1,null,null,24.1,16,2009,4,2009,3,09,30
2009-09-30,2009,N,Department of State,25.6,2.5,null,null,23.1,17,2009,4,2009,3,09,30
2009-09-30,2009,N,Department of the Interior,20.8,2.2,null,null,18.6,18,2009,4,2009,3,09,30
2009-09-30,2009,N,Pension Benefit Guaranty Corporation,22.9,10.5,null,null,12.4,19,2009,4,2009,3,09,30
2009-09-30,2009,N,Department of Commerce,13.9,2.1,null,null,11.8,20,2009,4,2009,3,09,30
2009-09-30,2009,N,Railroad Retirement Board,22.7,11.2,null,null,11.5,21,2009,4,2009,3,09,30
2009-09-30,2009,N,Agency for International Development,11.8,0.7,null,null,11.1,22,2009,4,2009,3,09,30
2009-09-30,2009,N,Environmental Protection Agency,10.1,0.6,null,null,9.5,23,2009,4,2009,3,09,30
2009-09-30,2009,N,Federal Communications Commission,8.8,0.5,null,null,8.3,24,2009,4,2009,3,09,30
2009-09-30,2009,N,National Science Foundation,6.1,null,null,null,6.1,25,2009,4,2009,3,09,30
2009-09-30,2009,N,Small Business Administration,6.3,0.4,null,null,5.9,26,2009,4,2009,3,09,30
2009-09-30,2009,N,National Credit Union Administration,6.1,1.3,null,null,4.8,27,2009,4,2009,3,09,30
2009-09-30,2009,N,Smithsonian Institution,0.9,null,null,null,0.9,28,2009,4,2009,3,09,30
2009-09-30,2009,N,Export-Import Bank of the United States,1.5,0.8,null,null,0.7,29,2009,4,2009,3,09,30
2009-09-30,2009,N,U.S. Nuclear Regulatory Commission,1.3,0.8,null,null,0.5,30,2009,4,2009,3,09,30
2009-09-30,2009,N,General Services Administration,1.0,0.5,null,null,0.5,31,2009,4,2009,3,09,30
2009-09-30,2009,N,Securities and Exchange Commission,1.1,1.1,null,null,null,32,2009,4,2009,3,09,30
2009-09-30,2009,N,Farm Credit System Insurance Corporation,null,0.3,null,null,-0.3,33,2009,4,2009,3,09,30
2009-09-30,2009,N,Tennessee Valley Authority,10.2,11.0,null,null,-0.8,34,2009,4,2009,3,09,30
2009-09-30,2009,N,U.S. Postal Service,58.2,67.1,null,null,-8.9,35,2009,4,2009,3,09,30
2009-09-30,2009,N,Department of Veterans Affairs,-38.8,4.0,null,null,-42.8,36,2009,4,2009,3,09,30
2009-09-30,2009,N,All other entities,51.3,0.7,null,null,50.6,37,2009,4,2009,3,09,30
2009-09-30,2009,N,Total,3735.6,300.9,null,null,3434.7,38,2009,4,2009,3,09,30
2009-09-30,2008,Y,Department of Health and Human Services,769.1,56.4,null,null,712.7,1,2009,4,2009,3,09,30
2009-09-30,2008,Y,Social Security Administration,663.9,0.3,null,null,663.6,2,2009,4,2009,3,09,30
2009-09-30,2008,Y,Department of Defense,767.6,26.8,null,null,740.8,3,2009,4,2009,3,09,30
2009-09-30,2008,Y,Department of the Treasury,197.0,12.4,null,null,184.6,4,2009,4,2009,3,09,30
2009-09-30,2008,Y,Interest on Treasury Securities held by the public,241.6,null,null,null,241.6,5,2009,4,2009,3,09,30
2009-09-30,2008,Y,Department of Labor,60.6,null,null,null,60.6,6,2009,4,2009,3,09,30
2009-09-30,2008,Y,Department of Agriculture,109.3,9.8,null,null,99.5,7,2009,4,2009,3,09,30
2009-09-30,2008,Y,Department of Transportation,71.5,0.8,null,null,70.7,8,2009,4,2009,3,09,30
2009-09-30,2008,Y,Department of Housing and Urban Development,60.6,0.8,null,null,59.8,9,2009,4,2009,3,09,30
2009-09-30,2008,Y,Department of Homeland Security,60.0,7.9,null,null,52.1,10,2009,4,2009,3,09,30
2009-09-30,2008,Y,Federal Deposit Insurance Corporation,24.3,1.7,null,null,22.6,11,2009,4,2009,3,09,30
2009-09-30,2008,Y,Department of Energy,35.8,4.2,null,null,31.6,12,2009,4,2009,3,09,30
2009-09-30,2008,Y,Department of Education,66.9,5.0,null,null,61.9,13,2009,4,2009,3,09,30
2009-09-30,2008,Y,Department of Justice,31.7,1.1,null,null,30.6,14,2009,4,2009,3,09,30
2009-09-30,2008,Y,Office of Personnel Management,39.5,16.0,null,null,23.5,15,2009,4,2009,3,09,30
2009-09-30,2008,Y,National Aeronautics and Space Administration,20.4,0.2,null,null,20.2,16,2009,4,2009,3,09,30
2009-09-30,2008,Y,Department of State,22.1,2.6,null,null,19.5,17,2009,4,2009,3,09,30
2009-09-30,2008,Y,Department of the Interior,23.4,2.1,null,null,21.3,18,2009,4,2009,3,09,30
2009-09-30,2008,Y,Pension Benefit Guaranty Corporation,2.3,3.5,null,null,-1.2,19,2009,4,2009,3,09,30
2009-09-30,2008,Y,Department of Commerce,11.9,2.0,null,null,9.9,20,2009,4,2009,3,09,30
2009-09-30,2008,Y,Railroad Retirement Board,20.7,4.2,null,null,16.5,21,2009,4,2009,3,09,30
2009-09-30,2008,Y,Agency for International Development,9.1,-0.1,null,null,9.2,22,2009,4,2009,3,09,30
2009-09-30,2008,Y,Environmental Protection Agency,10.1,0.5,null,null,9.6,23,2009,4,2009,3,09,30
2009-09-30,2008,Y,Federal Communications Commission,8.5,0.4,null,null,8.1,24,2009,4,2009,3,09,30
2009-09-30,2008,Y,National Science Foundation,6.0,null,null,null,6.0,25,2009,4,2009,3,09,30
2009-09-30,2008,Y,Small Business Administration,1.9,0.4,null,null,1.5,26,2009,4,2009,3,09,30
2009-09-30,2008,Y,National Credit Union Administration,0.5,0.1,null,null,0.4,27,2009,4,2009,3,09,30
2009-09-30,2008,Y,Smithsonian Institution,0.9,null,null,null,0.9,28,2009,4,2009,3,09,30
2009-09-30,2008,Y,Export-Import Bank of the United States,0.4,0.7,null,null,-0.3,29,2009,4,2009,3,09,30
2009-09-30,2008,Y,U.S. Nuclear Regulatory Commission,1.2,0.8,null,null,0.4,30,2009,4,2009,3,09,30
2009-09-30,2008,Y,General Services Administration,1.0,0.5,null,null,0.5,31,2009,4,2009,3,09,30
2009-09-30,2008,Y,Securities and Exchange Commission,1.1,1.0,null,null,0.1,32,2009,4,2009,3,09,30
2009-09-30,2008,Y,Farm Credit System Insurance Corporation,null,0.2,null,null,-0.2,33,2009,4,2009,3,09,30
2009-09-30,2008,Y,Tennessee Valley Authority,10.2,10.1,null,null,0.1,34,2009,4,2009,3,09,30
2009-09-30,2008,Y,U.S. Postal Service,60.0,73.7,null,null,-13.7,35,2009,4,2009,3,09,30
2009-09-30,2008,Y,Department of Veterans Affairs,434.6,4.2,null,null,430.4,36,2009,4,2009,3,09,30
2009-09-30,2008,Y,All other entities,45.9,0.6,null,null,45.3,37,2009,4,2009,3,09,30
2009-09-30,2008,Y,Total,3891.6,250.9,null,null,3640.7,38,2009,4,2009,3,09,30
2008-09-30,2008,N,Department of Defense,767.6,26.8,null,null,740.8,1,2008,4,2008,3,09,30
2008-09-30,2008,N,Department of Health and Human Services,769.1,56.4,null,null,712.7,2,2008,4,2008,3,09,30
2008-09-30,2008,N,Social Security Administration,663.9,0.3,null,null,663.6,3,2008,4,2008,3,09,30
2008-09-30,2008,N,Department of Veterans Affairs,434.6,4.2,null,null,430.4,4,2008,4,2008,3,09,30
2008-09-30,2008,N,Interest on Treasury Securities held by the public,241.6,null,null,null,241.6,5,2008,4,2008,3,09,30
2008-09-30,2008,N,Department of the Treasury,197.0,12.4,null,null,184.6,6,2008,4,2008,3,09,30
2008-09-30,2008,N,Department of Agriculture,109.3,9.8,null,null,99.5,7,2008,4,2008,3,09,30
2008-09-30,2008,N,Department of Transportation,71.5,0.8,null,null,70.7,8,2008,4,2008,3,09,30
2008-09-30,2008,N,Department of Education,66.9,5.0,null,null,61.9,9,2008,4,2008,3,09,30
2008-09-30,2008,N,Department of Labor,60.6,null,null,null,60.6,10,2008,4,2008,3,09,30
2008-09-30,2008,N,Department of Housing and Urban Development,60.6,0.8,null,null,59.8,11,2008,4,2008,3,09,30
2008-09-30,2008,N,Department of Homeland Security,60.0,7.9,null,null,52.1,12,2008,4,2008,3,09,30
2008-09-30,2008,N,Department of Energy,35.8,4.2,null,null,31.6,13,2008,4,2008,3,09,30
2008-09-30,2008,N,Department of Justice,31.7,1.1,null,null,30.6,14,2008,4,2008,3,09,30
2008-09-30,2008,N,Office of Personnel Management,39.5,16.0,null,null,23.5,15,2008,4,2008,3,09,30
2008-09-30,2008,N,Federal Deposit Insurance Corporation,24.3,1.7,null,null,22.6,16,2008,4,2008,3,09,30
2008-09-30,2008,N,Department of the Interior,23.4,2.1,null,null,21.3,17,2008,4,2008,3,09,30
2008-09-30,2008,N,National Aeronautics and Space Administration,20.4,0.2,null,null,20.2,18,2008,4,2008,3,09,30
2008-09-30,2008,N,Department of State,22.1,2.6,null,null,19.5,19,2008,4,2008,3,09,30
2008-09-30,2008,N,Railroad Retirement Board,20.7,4.2,null,null,16.5,20,2008,4,2008,3,09,30
2008-09-30,2008,N,Department of Commerce,11.9,2.0,null,null,9.9,21,2008,4,2008,3,09,30
2008-09-30,2008,N,Environmental Protection Agency,10.1,0.5,null,null,9.6,22,2008,4,2008,3,09,30
2008-09-30,2008,N,Agency for International Development,9.1,-0.1,null,null,9.2,23,2008,4,2008,3,09,30
2008-09-30,2008,N,Federal Communications Commission,8.5,0.4,null,null,8.1,24,2008,4,2008,3,09,30
2008-09-30,2008,N,National Science Foundation,6.0,null,null,null,6.0,25,2008,4,2008,3,09,30
2008-09-30,2008,N,Small Business Administration,1.9,0.4,null,null,1.5,26,2008,4,2008,3,09,30
2008-09-30,2008,N,Smithsonian Institution,0.9,null,null,null,0.9,27,2008,4,2008,3,09,30
2008-09-30,2008,N,General Services Administration,1.0,0.5,null,null,0.5,28,2008,4,2008,3,09,30
2008-09-30,2008,N,U.S. Nuclear Regulatory Commission,1.2,0.8,null,null,0.4,29,2008,4,2008,3,09,30
2008-09-30,2008,N,National Credit Union Administration,0.5,0.1,null,null,0.4,30,2008,4,2008,3,09,30
2008-09-30,2008,N,Securities and Exchange Commission,1.1,1.0,null,null,0.1,31,2008,4,2008,3,09,30
2008-09-30,2008,N,Tennessee Valley Authority,10.2,10.1,null,null,0.1,32,2008,4,2008,3,09,30
2008-09-30,2008,N,Farm Credit System Insurance Corporation,null,0.2,null,null,-0.2,33,2008,4,2008,3,09,30
2008-09-30,2008,N,Export-Import Bank of the United States,0.4,0.7,null,null,-0.3,34,2008,4,2008,3,09,30
2008-09-30,2008,N,Pension Benefit Guaranty Corporation,2.3,3.5,null,null,-1.2,35,2008,4,2008,3,09,30
2008-09-30,2008,N,U.S. Postal Service,60.0,73.7,null,null,-13.7,36,2008,4,2008,3,09,30
2008-09-30,2008,N,All other entities,45.9,0.6,null,null,45.3,37,2008,4,2008,3,09,30
2008-09-30,2008,N,Total,3891.6,250.9,null,null,3640.7,38,2008,4,2008,3,09,30
2008-09-30,2007,Y,Department of Defense,689.6,25.1,null,null,664.5,1,2008,4,2008,3,09,30
2008-09-30,2007,Y,Department of Health and Human Services,718.6,51.8,null,null,666.8,2,2008,4,2008,3,09,30
2008-09-30,2007,Y,Social Security Administration,626.4,0.3,null,null,626.1,3,2008,4,2008,3,09,30
2008-09-30,2007,Y,Department of Veterans Affairs,63.1,3.7,null,null,59.4,4,2008,4,2008,3,09,30
2008-09-30,2007,Y,Interest on Treasury Securities held by the public,238.9,null,null,null,238.9,5,2008,4,2008,3,09,30
2008-09-30,2007,Y,Department of the Treasury,86.9,6.3,null,null,80.6,6,2008,4,2008,3,09,30
2008-09-30,2007,Y,Department of Agriculture,98.6,12.1,null,null,86.5,7,2008,4,2008,3,09,30
2008-09-30,2007,Y,Department of Transportation,66.2,0.5,null,null,65.7,8,2008,4,2008,3,09,30
2008-09-30,2007,Y,Department of Education,66.3,4.5,null,null,61.8,9,2008,4,2008,3,09,30
2008-09-30,2007,Y,Department of Labor,50.1,null,null,null,50.1,10,2008,4,2008,3,09,30
2008-09-30,2007,Y,Department of Housing and Urban Development,54.0,0.9,null,null,53.1,11,2008,4,2008,3,09,30
2008-09-30,2007,Y,Department of Homeland Security,51.1,7.1,null,null,44.0,12,2008,4,2008,3,09,30
2008-09-30,2007,Y,Department of Energy,67.5,4.3,null,null,63.2,13,2008,4,2008,3,09,30
2008-09-30,2007,Y,Department of Justice,28.8,1.0,null,null,27.8,14,2008,4,2008,3,09,30
2008-09-30,2007,Y,Office of Personnel Management,36.2,15.5,null,null,20.7,15,2008,4,2008,3,09,30
2008-09-30,2007,Y,Federal Deposit Insurance Corporation,1.7,0.9,null,null,0.8,16,2008,4,2008,3,09,30
2008-09-30,2007,Y,Department of the Interior,18.6,2.0,null,null,16.6,17,2008,4,2008,3,09,30
2008-09-30,2007,Y,National Aeronautics and Space Administration,16.3,0.1,null,null,16.2,18,2008,4,2008,3,09,30
2008-09-30,2007,Y,Department of State,18.4,3.4,null,null,15.0,19,2008,4,2008,3,09,30
2008-09-30,2007,Y,Railroad Retirement Board,15.7,10.3,null,null,5.4,20,2008,4,2008,3,09,30
2008-09-30,2007,Y,Department of Commerce,9.6,1.9,null,null,7.7,21,2008,4,2008,3,09,30
2008-09-30,2007,Y,Environmental Protection Agency,10.0,0.4,null,null,9.6,22,2008,4,2008,3,09,30
2008-09-30,2007,Y,Agency for International Development,9.7,0.3,null,null,9.4,23,2008,4,2008,3,09,30
2008-09-30,2007,Y,Federal Communications Commission,7.9,0.4,null,null,7.5,24,2008,4,2008,3,09,30
2008-09-30,2007,Y,National Science Foundation,5.7,null,null,null,5.7,25,2008,4,2008,3,09,30
2008-09-30,2007,Y,Small Business Administration,1.3,0.4,null,null,0.9,26,2008,4,2008,3,09,30
2008-09-30,2007,Y,Smithsonian Institution,0.7,null,null,null,0.7,27,2008,4,2008,3,09,30
2008-09-30,2007,Y,General Services Administration,0.6,0.5,null,null,0.1,28,2008,4,2008,3,09,30
2008-09-30,2007,Y,U.S. Nuclear Regulatory Commission,1.0,0.6,null,null,0.4,29,2008,4,2008,3,09,30
2008-09-30,2007,Y,National Credit Union Administration,0.3,0.1,null,null,0.2,30,2008,4,2008,3,09,30
2008-09-30,2007,Y,Securities and Exchange Commission,1.0,1.5,null,null,-0.5,31,2008,4,2008,3,09,30
2008-09-30,2007,Y,Tennessee Valley Authority,10.9,10.4,null,null,0.5,32,2008,4,2008,3,09,30
2008-09-30,2007,Y,Farm Credit System Insurance Corporation,null,0.1,null,null,-0.1,33,2008,4,2008,3,09,30
2008-09-30,2007,Y,Export-Import Bank of the United States,0.5,0.9,null,null,-0.4,34,2008,4,2008,3,09,30
2008-09-30,2007,Y,Pension Benefit Guaranty Corporation,1.5,6.1,null,null,-4.6,35,2008,4,2008,3,09,30
2008-09-30,2007,Y,U.S. Postal Service,60.1,73.7,null,null,-13.6,36,2008,4,2008,3,09,30
2008-09-30,2007,Y,All other entities,23.5,0.7,null,null,22.8,37,2008,4,2008,3,09,30
2008-09-30,2007,Y,Total,3157.3,247.8,null,null,2909.5,38,2008,4,2008,3,09,30
2007-09-30,2007,N,Department of Health & Human Services,718.6,51.8,null,null,666.8,1,2007,4,2007,3,09,30
2007-09-30,2007,N,Department of Defense,689.6,25.1,null,null,664.5,2,2007,4,2007,3,09,30
2007-09-30,2007,N,Social Security Administration,626.4,0.3,null,null,626.1,3,2007,4,2007,3,09,30
2007-09-30,2007,N,Interest on Treasury Securities held by the public,238.9,null,null,null,238.9,4,2007,4,2007,3,09,30
2007-09-30,2007,N,Department of Agriculture,98.6,12.1,null,null,86.5,5,2007,4,2007,3,09,30
2007-09-30,2007,N,Department of the Treasury,86.9,6.3,null,null,80.6,6,2007,4,2007,3,09,30
2007-09-30,2007,N,Department of Transportation,66.2,0.5,null,null,65.7,7,2007,4,2007,3,09,30
2007-09-30,2007,N,Department of Energy,67.5,4.3,null,null,63.2,8,2007,4,2007,3,09,30
2007-09-30,2007,N,Department of Education,66.3,4.5,null,null,61.8,9,2007,4,2007,3,09,30
2007-09-30,2007,N,Department of Veterans Affairs,63.1,3.7,null,null,59.4,10,2007,4,2007,3,09,30
2007-09-30,2007,N,Department of Housing and Urban Development,54.0,0.9,null,null,53.1,11,2007,4,2007,3,09,30
2007-09-30,2007,N,Department of Labor,50.1,null,null,null,50.1,12,2007,4,2007,3,09,30
2007-09-30,2007,N,Department of Homeland Security,51.1,7.1,null,null,44.0,13,2007,4,2007,3,09,30
2007-09-30,2007,N,Department of Justice,28.8,1.0,null,null,27.8,14,2007,4,2007,3,09,30
2007-09-30,2007,N,Office of Personnel Management,36.2,15.5,null,null,20.7,15,2007,4,2007,3,09,30
2007-09-30,2007,N,Department of the Interior,18.6,2.0,null,null,16.6,16,2007,4,2007,3,09,30
2007-09-30,2007,N,National Aeronautics and Space Administration,16.3,0.1,null,null,16.2,17,2007,4,2007,3,09,30
2007-09-30,2007,N,Department of State,18.4,3.4,null,null,15.0,18,2007,4,2007,3,09,30
2007-09-30,2007,N,Environmental Protection Agency,10.0,0.4,null,null,9.6,19,2007,4,2007,3,09,30
2007-09-30,2007,N,Agency for International Development,9.7,0.3,null,null,9.4,20,2007,4,2007,3,09,30
2007-09-30,2007,N,Department of Commerce,9.6,1.9,null,null,7.7,21,2007,4,2007,3,09,30
2007-09-30,2007,N,Federal Communications Commission,7.9,0.4,null,null,7.5,22,2007,4,2007,3,09,30
2007-09-30,2007,N,National Science Foundation,5.7,null,null,null,5.7,23,2007,4,2007,3,09,30
2007-09-30,2007,N,Railroad Retirement Board,15.7,10.3,null,null,5.4,24,2007,4,2007,3,09,30
2007-09-30,2007,N,Small Business Administration,1.3,0.4,null,null,0.9,25,2007,4,2007,3,09,30
2007-09-30,2007,N,Federal Deposit Insurance Corporation,1.7,0.9,null,null,0.8,26,2007,4,2007,3,09,30
2007-09-30,2007,N,Tennessee Valley Authority,10.9,10.4,null,null,0.5,27,2007,4,2007,3,09,30
2007-09-30,2007,N,U.S. Nuclear Regulatory Commission,1.0,0.6,null,null,0.4,28,2007,4,2007,3,09,30
2007-09-30,2007,N,National Credit Union Administration,0.3,0.1,null,null,0.2,29,2007,4,2007,3,09,30
2007-09-30,2007,N,General Services Administration,0.6,0.5,null,null,0.1,30,2007,4,2007,3,09,30
2007-09-30,2007,N,Export-Import Bank of the United States,0.5,0.9,null,null,-0.4,31,2007,4,2007,3,09,30
2007-09-30,2007,N,Pension Benefit Guaranty Corporation,1.5,6.1,null,null,-4.6,32,2007,4,2007,3,09,30
2007-09-30,2007,N,U.S. Postal Service,60.1,73.7,null,null,-13.6,33,2007,4,2007,3,09,30
2007-09-30,2007,N,All other entities,25.2,2.3,null,null,22.9,34,2007,4,2007,3,09,30
2007-09-30,2007,N,Total,3157.3,247.8,null,null,2909.5,35,2007,4,2007,3,09,30
2007-09-30,2006,Y,Department of Health & Human Services,678.8,51.4,null,null,627.4,1,2007,4,2007,3,09,30
2007-09-30,2006,Y,Department of Defense,658.0,24.1,null,null,633.9,2,2007,4,2007,3,09,30
2007-09-30,2006,Y,Social Security Administration,593.1,0.3,null,null,592.8,3,2007,4,2007,3,09,30
2007-09-30,2006,Y,Interest on Treasury Securities held by the public,221.5,null,null,null,221.5,4,2007,4,2007,3,09,30
2007-09-30,2006,Y,Department of Agriculture,109.0,11.4,null,null,97.6,5,2007,4,2007,3,09,30
2007-09-30,2006,Y,Department of the Treasury,85.5,4.1,null,null,81.4,6,2007,4,2007,3,09,30
2007-09-30,2006,Y,Department of Transportation,66.6,0.6,null,null,66.0,7,2007,4,2007,3,09,30
2007-09-30,2006,Y,Department of Energy,70.9,5.1,null,null,65.8,8,2007,4,2007,3,09,30
2007-09-30,2006,Y,Department of Education,97.3,4.7,null,null,92.6,9,2007,4,2007,3,09,30
2007-09-30,2006,Y,Department of Veterans Affairs,117.3,3.5,null,null,113.8,10,2007,4,2007,3,09,30
2007-09-30,2006,Y,Department of Housing and Urban Development,43.0,1.0,null,null,42.0,11,2007,4,2007,3,09,30
2007-09-30,2006,Y,Department of Labor,48.2,null,null,null,48.2,12,2007,4,2007,3,09,30
2007-09-30,2006,Y,Department of Homeland Security,63.4,6.8,null,null,56.6,13,2007,4,2007,3,09,30
2007-09-30,2006,Y,Department of Justice,28.6,1.0,null,null,27.6,14,2007,4,2007,3,09,30
2007-09-30,2006,Y,Office of Personnel Management,34.8,15.1,null,null,19.7,15,2007,4,2007,3,09,30
2007-09-30,2006,Y,Department of the Interior,20.0,2.9,null,null,17.1,16,2007,4,2007,3,09,30
2007-09-30,2006,Y,National Aeronautics and Space Administration,19.2,null,null,null,19.2,17,2007,4,2007,3,09,30
2007-09-30,2006,Y,Department of State,16.0,2.2,null,null,13.8,18,2007,4,2007,3,09,30
2007-09-30,2006,Y,Environmental Protection Agency,9.9,0.3,null,null,9.6,19,2007,4,2007,3,09,30
2007-09-30,2006,Y,Agency for International Development,10.5,0.1,null,null,10.4,20,2007,4,2007,3,09,30
2007-09-30,2006,Y,Department of Commerce,9.9,1.7,null,null,8.2,21,2007,4,2007,3,09,30
2007-09-30,2006,Y,Federal Communications Commission,7.9,0.3,null,null,7.6,22,2007,4,2007,3,09,30
2007-09-30,2006,Y,National Science Foundation,5.7,null,null,null,5.7,23,2007,4,2007,3,09,30
2007-09-30,2006,Y,Railroad Retirement Board,12.1,5.0,null,null,7.1,24,2007,4,2007,3,09,30
2007-09-30,2006,Y,Small Business Administration,1.7,0.3,null,null,1.4,25,2007,4,2007,3,09,30
2007-09-30,2006,Y,Federal Deposit Insurance Corporation,1.8,0.1,null,null,1.7,26,2007,4,2007,3,09,30
2007-09-30,2006,Y,Tennessee Valley Authority,9.5,10.0,null,null,-0.5,27,2007,4,2007,3,09,30
2007-09-30,2006,Y,U.S. Nuclear Regulatory Commission,1.0,0.6,null,null,0.4,28,2007,4,2007,3,09,30
